"Date","Game","Earnings","Players","Tournaments"
2017-02-01,"Rainbow Six Siege",2e+05,60,2
2017-02-01,"League of Legends",183747.37,133,9
2017-02-01,"Rocket League",82139.07,143,72
2017-02-01,"Hearthstone",80730.29,41,10
2017-02-01,"Overwatch",70594.81,303,33
2017-02-01,"WarCraft III",46539.14,20,11
2017-02-01,"Halo 5: Guardians",46000,36,3
2017-02-01,"Pro Evolution Soccer 2017",40000,4,1
2017-02-01,"Heroes of the Storm",30800,58,3
2017-02-01,"Super Smash Bros. for Wii U",24846.6,107,22
2017-02-01,"Super Smash Bros. Melee",23098.68,109,37
2017-02-01,"StarCraft II",14515.86,82,55
2017-02-01,"Battlerite",11228.23,28,8
2017-02-01,"Age of Empires II",10940,39,8
2017-02-01,"Clash Royale",5000,4,1
2017-02-01,"Project Cars",4978.71,2,5
2017-02-01,"Gears of War 4",3500,16,7
2017-02-01,"BlazBlue: Central Fiction",3240,4,1
2017-02-01,"Guilty Gear Xrd -REVELATOR-",3210,4,1
2017-02-01,"Brawlhalla",2500,35,4
2017-02-01,"osu!",1620,18,1
2017-02-01,"Chess.com",1399.98,6,1
2017-02-01,"TrackMania 2: Stadium",1064.99,3,1
2017-02-01,"S.K.I.L.L. - Special Force 2",1000,0,1
2017-02-01,"Under Night In-Birth EXE: Late",750,4,1
2017-02-01,"Super Smash Bros.",616.43,16,2
2017-02-01,"Team Fortress 2",450,18,1
2017-02-01,"Street Fighter V",307.83,8,1
2017-02-01,"Age of Empires III",200,4,1
2017-02-01,"King of Fighters XIV",150,4,1
2017-02-01,"Age of Mythology",144,3,1
2017-02-01,"Quake Live",102.51,4,3
2017-02-01,"Project M",97.18,3,1
2017-02-01,"Yu-Gi-Oh! Duel Links",12.97,2,2
2017-03-01,"Halo 5: Guardians",1050000,52,2
2017-03-01,"Counter-Strike: Global Offensive",526264.45,549,46
2017-03-01,"StarCraft II",427597.91,100,51
2017-03-01,"Hearthstone",422424.53,69,7
2017-03-01,"Call of Duty: Infinite Warfare",277852.98,127,10
2017-03-01,"Heroes of the Storm",237891.35,80,3
2017-03-01,"League of Legends",216050.36,247,15
2017-03-01,"Magic: The Gathering Online",116000,16,1
2017-03-01,"Overwatch",108385.88,471,32
2017-03-01,"Super Smash Bros. Melee",84936.02,124,37
2017-03-01,"Dota 2",65944,120,13
2017-03-01,"Super Smash Bros. for Wii U",58865.05,109,25
2017-03-01,"Chess.com",51400,28,2
2017-03-01,"SMITE",45000,30,1
2017-03-01,"Street Fighter V",35424.09,25,4
2017-03-01,"StarCraft: Brood War",31255,19,4
2017-03-01,"Killer Instinct (2013)",30000,32,1
2017-03-01,"Rocket League",20872.97,111,56
2017-03-01,"CrossFire",15500,25,2
2017-03-01,"WarCraft III",12686.46,44,18
2017-03-01,"Old School Runescape",10000,1,1
2017-03-01,"Mortal Kombat XL",9962.4,3,1
2017-03-01,"Rainbow Six Siege",5727.56,20,2
2017-03-01,"Point Blank",5708,14,1
2017-03-01,"Heroes of Newerth",5665,10,1
2017-03-01,"FIFA 17",4500,3,1
2017-03-01,"Gears of War 4",4000,10,8
2017-03-01,"Brawlhalla",3500,34,5
2017-03-01,"Paladins",2762.75,36,6
2017-03-01,"Vainglory",2500,11,1
2017-03-01,"iRacing.com",2445.99,126,3
2017-03-01,"Age of Empires II",2348,22,6
2017-03-01,"Project M",2197.68,16,2
2017-03-01,"Battlerite",1170.24,6,5
2017-03-01,"Team Fortress 2",893.82,36,2
2017-03-01,"Super Smash Bros.",700,8,1
2017-03-01,"Age of Mythology",632,20,3
2017-03-01,"TrackMania 2: Stadium",427.69,22,1
2017-03-01,"Project Cars",226,1,4
2017-03-01,"NHL '94",225,3,1
2017-03-01,"Gwent",200,3,1
2017-03-01,"Age of Empires III",150,2,2
2017-03-01,"Quake Live",78.06,4,3
2017-03-01,"Yu-Gi-Oh! Duel Links",38.74,6,4
2017-04-01,"Dota 2",3800394.59,319,19
2017-04-01,"League of Legends",1871132.21,681,28
2017-04-01,"Counter-Strike: Global Offensive",988239.05,1355,87
2017-04-01,"Overwatch",317627.56,427,38
2017-04-01,"H1Z1",3e+05,25,1
2017-04-01,"FIFA 17",242390.8,39,11
2017-04-01,"StarCraft II",216992.34,121,60
2017-04-01,"Gears of War 4",205000,70,11
2017-04-01,"SMITE",165000,65,2
2017-04-01,"Madden NFL 2017",154000,18,2
2017-04-01,"Hearthstone",128480.76,103,14
2017-04-01,"Pro Evolution Soccer 2017",120000,12,3
2017-04-01,"Heroes of Newerth",116516.16,20,1
2017-04-01,"Rocket League",107142.78,155,56
2017-04-01,"Call of Duty: Infinite Warfare",104473.16,122,17
2017-04-01,"World of Tanks",1e+05,28,1
2017-04-01,"Vainglory",86500,84,6
2017-04-01,"KartRider",76160.35,33,2
2017-04-01,"Paladins",75478.83,60,3
2017-04-01,"Street Fighter V",52585.18,34,7
2017-04-01,"Super Smash Bros. Melee",51198.02,118,35
2017-04-01,"Attack on Titan Tribute Game",50000,8,1
2017-04-01,"FIFA Online 3",28255.17,10,1
2017-04-01,"Heroes of the Storm",26095.3,55,3
2017-04-01,"Forza Motorsport 6",25000,12,1
2017-04-01,"Super Smash Bros. for Wii U",22112.05,65,18
2017-04-01,"WarCraft III",16944.39,33,18
2017-04-01,"Team Fortress 2",16228.59,42,2
2017-04-01,"Brawlhalla",15340.4,62,14
2017-04-01,"Point Blank",12816.77,18,2
2017-04-01,"World of WarCraft",12000,17,2
2017-04-01,"Arena of Valor",11808.01,50,1
2017-04-01,"Rainbow Six Siege",7959.24,15,1
2017-04-01,"Chess.com",5501,21,4
2017-04-01,"Age of Empires",5372,32,7
2017-04-01,"StarCraft: Brood War",5086.4,17,6
2017-04-01,"Age of Empires II",4805,24,3
2017-04-01,"TrackMania 2: Stadium",3841.16,10,3
2017-04-01,"Rivals of Aether",2940,10,2
2017-04-01,"Gwent",1500,8,2
2017-04-01,"Battlerite",1332.78,12,6
2017-04-01,"Super Smash Bros. Brawl",1021.77,14,3
2017-04-01,"CrossFire",869.42,20,1
2017-04-01,"Super Smash Bros.",780,12,2
2017-04-01,"Ultimate Marvel vs. Capcom 3",660,6,2
2017-04-01,"Guilty Gear Xrd -REVELATOR-",507.94,9,3
2017-04-01,"TrackMania 2: Canyon",318.36,3,1
2017-04-01,"Project Cars",282.5,1,5
2017-04-01,"Pokkén Tournament",250,5,2
2017-04-01,"King of Fighters XIV",218.67,6,2
2017-04-01,"Mortal Kombat XL",200,3,1
2017-04-01,"osu!",175,6,1
2017-04-01,"Quake Live",106.09,5,4
2017-04-01,"Yu-Gi-Oh! Duel Links",102.45,12,8
2017-04-01,"NHL '94",96.2,4,2
2017-04-01,"Project M",93.05,6,3
2017-04-01,"BlazBlue: Central Fiction",80,3,1
2017-04-01,"Street Fighter X Tekken",80,3,1
2017-04-01,"Xonotic",52.96,9,1
2017-04-01,"Street Fighter III: 3rd Strike",38.36,0,1
2017-05-01,"League of Legends",1807274.76,214,10
2017-05-01,"Heroes of the Storm",1502538.9,204,7
2017-05-01,"Counter-Strike: Global Offensive",1118514.2,973,64
2017-05-01,"Call of Duty: Infinite Warfare",746696.38,141,10
2017-05-01,"FIFA 17",525587.13,51,7
2017-05-01,"Dota 2",515118.41,245,13
2017-05-01,"Madden NFL 2017",5e+05,32,1
2017-05-01,"World of Tanks",3e+05,65,1
2017-05-01,"Street Fighter V",294184.91,45,7
2017-05-01,"Hearthstone",265317.42,56,8
2017-05-01,"Rainbow Six Siege",235860.47,127,5
2017-05-01,"Attack on Titan Tribute Game",2e+05,18,8
2017-05-01,"Gears of War 4",103500,50,8
2017-05-01,"Gwent",101294.04,23,9
2017-05-01,"StarCraft II",93993.09,118,49
2017-05-01,"Vainglory",88000,49,2
2017-05-01,"Rocket League",80069.07,139,36
2017-05-01,"Halo 5: Guardians",75000,51,1
2017-05-01,"Overwatch",68135.63,255,24
2017-05-01,"Point Blank",50000,50,1
2017-05-01,"Super Smash Bros. for Wii U",44425.19,118,31
2017-05-01,"Super Smash Bros. Melee",28557.36,93,23
2017-05-01,"Injustice 2",24160,10,2
2017-05-01,"Brawlhalla",18390,58,10
2017-05-01,"World of WarCraft",18000,21,3
2017-05-01,"Age of Empires",8360,40,2
2017-05-01,"SMITE",7900,20,1
2017-05-01,"Killer Instinct (2013)",6690,8,1
2017-05-01,"Wolfenstein: Enemy Territory",4493.3,23,2
2017-05-01,"Battlerite",4146.59,22,5
2017-05-01,"Project M",4065.25,14,2
2017-05-01,"Skullgirls 2nd Encore",3500,8,1
2017-05-01,"WarCraft III",3206.88,17,10
2017-05-01,"Guilty Gear Xrd REV 2",3190,8,1
2017-05-01,"FIFA Online 3",2930.63,2,1
2017-05-01,"King of Fighters XIV",2630,15,3
2017-05-01,"StarCraft: Brood War",2085.7,10,7
2017-05-01,"Tekken 7",1800,8,1
2017-05-01,"Ultimate Marvel vs. Capcom 3",1640,14,3
2017-05-01,"BlazBlue: Central Fiction",1610,15,3
2017-05-01,"Mortal Kombat XL",1450,8,1
2017-05-01,"Chess.com",1400,8,1
2017-05-01,"Mystery Game Tournament",1280,8,1
2017-05-01,"Super Street Fighter II Turbo",1270,12,2
2017-05-01,"Vampire Savior",910,8,1
2017-05-01,"Super Smash Bros.",887.31,4,1
2017-05-01,"CrossFire",869.42,20,1
2017-05-01,"Age of Empires II",800,4,2
2017-05-01,"Soul Calibur II HD Online",650,8,1
2017-05-01,"Capcom vs. SNK 2",470,3,1
2017-05-01,"Guilty Gear Xrd -REVELATOR-",400,7,2
2017-05-01,"Yu-Gi-Oh! Duel Links",388.61,22,11
2017-05-01,"Project Cars",229,2,4
2017-05-01,"Age of Mythology",148,2,1
2017-05-01,"Pokkén Tournament",80,3,1
2017-05-01,"Quake Live",61.54,4,3
2017-06-01,"Counter-Strike: Global Offensive",2425614.7,866,76
2017-06-01,"Dota 2",876130.64,209,10
2017-06-01,"StarCraft II",428338.92,149,49
2017-06-01,"Pro Evolution Soccer 2017",350000,3,1
2017-06-01,"CrossFire",332921.82,81,3
2017-06-01,"Gears of War 4",3e+05,60,1
2017-06-01,"Heroes of the Storm",250000,60,1
2017-06-01,"Call of Duty: Infinite Warfare",237200,86,11
2017-06-01,"Rocket League",210452.46,100,22
2017-06-01,"League of Legends",207260.6,123,7
2017-06-01,"Overwatch",199238.06,260,27
2017-06-01,"CrossFire Mobile",191191,0,1
2017-06-01,"Forza Motorsport 6",107750,24,1
2017-06-01,"Hearthstone",82579.63,65,9
2017-06-01,"StarCraft: Brood War",65401.8,46,12
2017-06-01,"Super Smash Bros. for Wii U",56459.96,80,20
2017-06-01,"Street Fighter V",56436.66,28,5
2017-06-01,"Halo 5: Guardians",50000,33,1
2017-06-01,"Attack on Titan Tribute Game",45000,8,1
2017-06-01,"Super Smash Bros. Melee",40121.8,63,17
2017-06-01,"Injustice 2",24240,11,2
2017-06-01,"FIFA 17",19322.9,4,2
2017-06-01,"World of WarCraft",16000,22,3
2017-06-01,"Clash Royale",15668.02,8,1
2017-06-01,"Pokkén Tournament",11320,19,3
2017-06-01,"Heroes of Newerth",9041.42,25,2
2017-06-01,"Project M",8120,31,4
2017-06-01,"Tekken 7",7999,14,3
2017-06-01,"Point Blank",5890.19,15,1
2017-06-01,"Killer Instinct (2013)",5780,8,1
2017-06-01,"Age of Empires II",4656.92,18,5
2017-06-01,"Age of Empires",4465,24,3
2017-06-01,"Battlerite",3200,11,4
2017-06-01,"WarCraft III",2779.13,22,12
2017-06-01,"Super Smash Bros.",2170,20,3
2017-06-01,"Guilty Gear Xrd REV 2",1590,10,2
2017-06-01,"Gwent",1533.85,22,8
2017-06-01,"Age of Empires III",1500,3,1
2017-06-01,"Ultimate Marvel vs. Capcom 3",1450,8,1
2017-06-01,"Brawlhalla",1440,39,3
2017-06-01,"Chess.com",1399.99,6,1
2017-06-01,"King of Fighters XIV",780,11,2
2017-06-01,"BlazBlue: Central Fiction",760,8,1
2017-06-01,"Mortal Kombat XL",400,2,1
2017-06-01,"Age of Mythology",285,10,3
2017-06-01,"Paladins",250.88,9,1
2017-06-01,"Quake Champions",191.44,7,2
2017-06-01,"Super Smash Bros. Brawl",140,3,1
2017-06-01,"Project Cars",121,2,2
2017-06-01,"Yu-Gi-Oh! Duel Links",83.63,6,3
2017-06-01,"Quake Live",43.97,3,2
2017-07-01,"Counter-Strike: Global Offensive",1893093.71,1002,87
2017-07-01,"Overwatch",822189.13,497,25
2017-07-01,"Call of Duty: Infinite Warfare",789350,147,16
2017-07-01,"Dota 2",568000.28,243,11
2017-07-01,"Arena of Valor",411824.23,133,3
2017-07-01,"League of Legends",369124.31,417,18
2017-07-01,"Hearthstone",357510.65,90,10
2017-07-01,"FIFA Online 3",334940.55,46,3
2017-07-01,"Heroes of the Storm",257039,118,6
2017-07-01,"H1Z1",219550,34,2
2017-07-01,"StarCraft II",202118.8,180,67
2017-07-01,"Halo 5: Guardians",2e+05,64,1
2017-07-01,"SMITE",2e+05,58,2
2017-07-01,"Rocket League",144057.27,68,19
2017-07-01,"Clash Royale",106712.64,20,2
2017-07-01,"Paladins",1e+05,39,1
2017-07-01,"Street Fighter V",81287.01,18,3
2017-07-01,"World of WarCraft",66000,48,5
2017-07-01,"Injustice 2",61300,16,2
2017-07-01,"Super Smash Bros. Melee",53521.28,96,25
2017-07-01,"Super Smash Bros. for Wii U",48314.17,98,23
2017-07-01,"Tekken 7",42916,20,4
2017-07-01,"Old School Runescape",25000,2,1
2017-07-01,"Rainbow Six Siege",21000,26,1
2017-07-01,"Guilty Gear Xrd REV 2",18170,8,1
2017-07-01,"King of Fighters XIV",17740,8,1
2017-07-01,"BlazBlue: Central Fiction",15000,8,1
2017-07-01,"Brawlhalla",13750,51,8
2017-07-01,"Heavy Metal Machines",12339.33,35,1
2017-07-01,"Heroes of Newerth",8684.59,24,1
2017-07-01,"WarCraft III",7913.74,19,16
2017-07-01,"Hand of the Gods",7700,7,2
2017-07-01,"CrossFire",7662,46,2
2017-07-01,"Ultimate Marvel vs. Capcom 3",6520,8,1
2017-07-01,"Company of Heroes 2",3556.22,8,1
2017-07-01,"Quake Champions",3553.7,15,14
2017-07-01,"Pokkén Tournament",3320,3,1
2017-07-01,"osu!",3240,18,1
2017-07-01,"Project Cars",3221.5,10,6
2017-07-01,"TrackMania 2: Stadium",2600.43,8,4
2017-07-01,"Vainglory",2400,12,1
2017-07-01,"Gwent",1773.08,21,8
2017-07-01,"Chess.com",1400,9,1
2017-07-01,"StarCraft: Brood War",1250,11,4
2017-07-01,"ARMS",1195,17,5
2017-07-01,"Battlerite",1000,12,1
2017-07-01,"Age of Empires II",737,14,4
2017-07-01,"Super Smash Bros.",651.46,8,1
2017-07-01,"Yu-Gi-Oh! Duel Links",542.43,9,3
2017-07-01,"Super Smash Bros. Brawl",426.26,8,1
2017-07-01,"Street Fighter X Tekken",400,3,1
2017-07-01,"Team Fortress 2",211.53,12,1
2017-07-01,"Xonotic",143.32,11,1
2017-07-01,"Age of Mythology",128,5,2
2017-08-01,"Dota 2",24824809.87,214,15
2017-08-01,"Call of Duty: Infinite Warfare",1525400,132,2
2017-08-01,"Quake Champions",1010259.18,65,10
2017-08-01,"League of Legends",801587.34,524,26
2017-08-01,"Counter-Strike: Global Offensive",435758.74,1339,99
2017-08-01,"Arena of Valor",403146.24,66,1
2017-08-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",349000,34,4
2017-08-01,"Hearthstone",347849.16,210,8
2017-08-01,"FIFA 17",299443.43,31,5
2017-08-01,"CrossFire",230514.61,65,3
2017-08-01,"Rainbow Six Siege",210519.25,108,6
2017-08-01,"StarCraft II",208699.04,136,73
2017-08-01,"Heroes of the Storm",200083.27,81,4
2017-08-01,"Overwatch",177033.63,220,22
2017-08-01,"World of WarCraft",157000,49,4
2017-08-01,"Rocket League",134942.86,111,16
2017-08-01,"Injustice 2",81780,21,5
2017-08-01,"Super Smash Bros. Melee",53828.73,87,17
2017-08-01,"Pokémon VGC",51500,16,1
2017-08-01,"Super Smash Bros. for Wii U",46419.35,91,21
2017-08-01,"Old School Runescape",45000,32,4
2017-08-01,"Street Fighter V",37237.06,25,6
2017-08-01,"Tekken 7",29610,22,5
2017-08-01,"Team Fortress 2",28085.54,93,5
2017-08-01,"Gwent",26640,26,7
2017-08-01,"Point Blank",26434.78,16,1
2017-08-01,"Project Cars",23642,22,6
2017-08-01,"Pokkén Tournament",20455,16,4
2017-08-01,"WarCraft III",17742.83,24,9
2017-08-01,"Paladins",16900,53,3
2017-08-01,"Age of Empires",15840.21,34,7
2017-08-01,"StarCraft: Brood War",11587.6,18,5
2017-08-01,"Brawlhalla",11120,55,7
2017-08-01,"Critical Ops",10000,0,1
2017-08-01,"Quake II",10000,3,1
2017-08-01,"Quake Live",10000,12,1
2017-08-01,"Doom (2016)",7000,6,1
2017-08-01,"Age of Empires II",5800,4,1
2017-08-01,"QuakeWorld",5000,3,1
2017-08-01,"Rage",5000,3,1
2017-08-01,"The Elder Scrolls: Legends",5000,3,1
2017-08-01,"Super Smash Bros.",4660,44,6
2017-08-01,"Project M",4029,19,2
2017-08-01,"FIFA Online 3",3006.06,2,1
2017-08-01,"Super Smash Bros. Brawl",2160,14,2
2017-08-01,"Chess.com",1400,7,1
2017-08-01,"BlazBlue: Central Fiction",780,3,1
2017-08-01,"Guilty Gear Xrd REV 2",610,5,2
2017-08-01,"Ultimate Marvel vs. Capcom 3",560,6,2
2017-08-01,"Under Night In-Birth EXE: Late[st]",540,6,2
2017-08-01,"Vampire Savior",530,3,1
2017-08-01,"TrackMania 2: Stadium",500,3,1
2017-08-01,"iRacing.com",444,5,1
2017-08-01,"Dead or Alive 5: Last Round",430,6,2
2017-08-01,"King of Fighters XIV",320,3,1
2017-08-01,"Splatoon 2",300,0,1
2017-08-01,"Soul Calibur V",210,3,1
2017-08-01,"Killer Instinct (2013)",130,2,1
2017-08-01,"ARMS",91,5,2
2017-08-01,"Yu-Gi-Oh! Duel Links",80.68,6,3
2017-08-01,"Age of Mythology",50,1,1
2017-09-01,"Counter-Strike: Global Offensive",1484937.18,1078,95
2017-09-01,"League of Legends",1203578.05,310,17
2017-09-01,"StarCraft II",359930.23,111,53
2017-09-01,"Heroes of the Storm",241921.72,114,7
2017-09-01,"Injustice 2",230874.6,22,5
2017-09-01,"Overwatch",182938.46,154,13
2017-09-01,"Street Fighter V",172637.82,55,9
2017-09-01,"Blade & Soul",149772,24,1
2017-09-01,"Dota 2",106255.52,130,12
2017-09-01,"Mobile Legends: Bang Bang",1e+05,41,1
2017-09-01,"World of WarCraft",1e+05,20,1
2017-09-01,"Hearthstone",90284.47,79,7
2017-09-01,"Rocket League",77195.75,71,14
2017-09-01,"Halo 5: Guardians",75000,57,2
2017-09-01,"Tekken 7",34623.08,31,6
2017-09-01,"Rainbow Six Siege",30654.81,82,3
2017-09-01,"Super Smash Bros. for Wii U",30371.36,90,19
2017-09-01,"Super Smash Bros. Melee",28843.64,65,17
2017-09-01,"FIFA Online 3",23912.87,10,2
2017-09-01,"Point Blank",17611.22,36,3
2017-09-01,"Paladins",16667.75,59,4
2017-09-01,"iRacing.com",13000,12,1
2017-09-01,"Quake Champions",12164.38,26,8
2017-09-01,"Hand of the Gods",12100,24,11
2017-09-01,"Gwent",11983.54,87,17
2017-09-01,"Attack on Titan Tribute Game",10000,8,1
2017-09-01,"Old School Runescape",10000,1,1
2017-09-01,"Pokémon VGC",10000,16,2
2017-09-01,"Heroes of Newerth",8741.44,21,1
2017-09-01,"FIFA 17",7545.61,10,5
2017-09-01,"WarCraft III",6640.39,16,17
2017-09-01,"CrossFire",6000,15,1
2017-09-01,"StarCraft: Remastered",5259.4,8,2
2017-09-01,"Guilty Gear Xrd REV 2",5210,15,3
2017-09-01,"BlazBlue: Central Fiction",4350,15,3
2017-09-01,"Age of Empires II",3202.48,14,5
2017-09-01,"Gears of War 4",3000,20,6
2017-09-01,"Under Night In-Birth EXE: Late[st]",2970,15,3
2017-09-01,"Marvel vs. Capcom: Infinite",2930,11,2
2017-09-01,"Yu-Gi-Oh! Duel Links",1798.43,22,9
2017-09-01,"osu!",1745,185,2
2017-09-01,"Pokkén Tournament DX",1340,4,1
2017-09-01,"Chess.com",1299.99,5,1
2017-09-01,"Super Street Fighter II Turbo",930,3,1
2017-09-01,"Skullgirls 2nd Encore",680,8,1
2017-09-01,"TrackMania 2: Stadium",679.25,6,2
2017-09-01,"King of Fighters XIV",550,6,2
2017-09-01,"Melty Blood: Actress Again Current Code",520,8,1
2017-09-01,"Age of Empires III",450,9,2
2017-09-01,"Age of Mythology",442,4,1
2017-09-01,"Project M",376.82,9,2
2017-09-01,"Call of Duty: Infinite Warfare",368.55,4,1
2017-09-01,"Guilty Gear XX Accent Core Plus R",340,3,1
2017-09-01,"Persona 4 Arena Ultimax",300,3,1
2017-09-01,"Gundam Versus",280,6,1
2017-09-01,"Dengeki Bunko: Fighting Climax Ignition",270,3,1
2017-09-01,"Killer Instinct (2013)",250,3,1
2017-09-01,"Puyo Puyo Tetris",240,3,1
2017-09-01,"Catherine",230,3,1
2017-09-01,"Arcana Heart 3: LOVE MAX!!!!!",200,3,1
2017-09-01,"Koihime Enbu",190,3,1
2017-09-01,"Ultimate Marvel vs. Capcom 3",165,3,1
2017-09-01,"Project Cars",163.5,2,1
2017-09-01,"Chaos Code: New Sign of Catastrophe",140,3,1
2017-09-01,"ARMS",50,4,3
2017-09-01,"Dead or Alive 5: Last Round",30,3,1
2017-10-01,"Counter-Strike: Global Offensive",2382224.54,841,79
2017-10-01,"Dota 2",1968346.47,306,22
2017-10-01,"Heroes of the Storm",1275000,120,3
2017-10-01,"Overwatch",1133563.8,398,19
2017-10-01,"H1Z1",482000,31,3
2017-10-01,"Hearthstone",299704.49,84,11
2017-10-01,"Rocket League",279829.76,141,18
2017-10-01,"Clash Royale",200250,24,1
2017-10-01,"Halo 5: Guardians",2e+05,63,1
2017-10-01,"Arena of Valor",116610,40,1
2017-10-01,"Point Blank",110000,70,2
2017-10-01,"Street Fighter V",106490,38,7
2017-10-01,"CrossFire",103621.12,83,11
2017-10-01,"World of WarCraft",1e+05,37,1
2017-10-01,"Super Smash Bros. Melee",85600,111,22
2017-10-01,"Super Smash Bros. for Wii U",79258.13,100,22
2017-10-01,"Quake Champions",75820.04,23,4
2017-10-01,"Tekken 7",72060,41,8
2017-10-01,"StarCraft II",58307.98,85,49
2017-10-01,"Rainbow Six Siege",52858.64,121,6
2017-10-01,"Echo Arena",47969.76,18,2
2017-10-01,"iRacing.com",32000,10,2
2017-10-01,"League of Legends",23050.87,153,12
2017-10-01,"Gwent",19187.39,61,13
2017-10-01,"Paladins",17766.42,78,4
2017-10-01,"Hand of the Gods",14600,23,12
2017-10-01,"Pokémon VGC",13000,14,3
2017-10-01,"Heroes of Newerth",8701.9,19,1
2017-10-01,"Gears of War 4",7500,36,15
2017-10-01,"Pokkén Tournament DX",4809,13,3
2017-10-01,"Age of Empires II",4805.42,73,8
2017-10-01,"Project M",4640,30,4
2017-10-01,"Yu-Gi-Oh! Duel Links",3616.26,33,14
2017-10-01,"Call of Duty: Modern Warfare 2",3500,8,2
2017-10-01,"Street Fighter III: 3rd Strike",2920,3,1
2017-10-01,"WarCraft III",2750.93,20,19
2017-10-01,"Battlefield 4",2305.53,20,1
2017-10-01,"Call of Duty: Infinite Warfare",1821.1,16,1
2017-10-01,"TrackMania 2: Stadium",1587.12,12,4
2017-10-01,"Clash of Clans",1576.87,2,1
2017-10-01,"Tetris",1500,2,1
2017-10-01,"Dead or Alive 5: Last Round",1420,6,2
2017-10-01,"Chess.com",1399.99,7,1
2017-10-01,"StarCraft: Remastered",1252.14,2,2
2017-10-01,"Injustice 2",1130,9,3
2017-10-01,"Age of Empires III",1000,8,1
2017-10-01,"Marvel vs. Capcom: Infinite",990,3,1
2017-10-01,"Team Fortress 2",590.8,12,1
2017-10-01,"Age of Empires Online",500,8,1
2017-10-01,"Guilty Gear Xrd REV 2",410,3,1
2017-10-01,"BlazBlue: Central Fiction",390,6,2
2017-10-01,"Super Street Fighter II Turbo",290,3,1
2017-10-01,"Under Night In-Birth EXE: Late[st]",280,6,2
2017-10-01,"ARMS",261,3,2
2017-10-01,"Ultimate Marvel vs. Capcom 3",250,3,1
2017-10-01,"Ultra Street Fighter IV",250,3,1
2017-10-01,"Mortal Kombat XL",240,3,1
2017-10-01,"Pokkén Tournament",200,1,1
2017-10-01,"Killer Instinct (2013)",190,3,1
2017-10-01,"King of Fighters XIV",170,3,1
2017-10-01,"Super Smash Bros.",150,8,1
2017-10-01,"Soul Calibur V",120,2,1
2017-10-01,"Windjammers",100,3,1
2017-10-01,"Super Smash Bros. Brawl",80,2,1
2017-10-01,"TrackMania Nations Forever",0,7,1
2017-11-01,"League of Legends",5156675.89,423,22
2017-11-01,"Counter-Strike: Global Offensive",2039880.48,1026,87
2017-11-01,"Dota 2",1184832.4,306,19
2017-11-01,"Heroes of the Storm",1041000,161,2
2017-11-01,"StarCraft II",829619.41,126,51
2017-11-01,"Arena of Valor",530785.05,100,6
2017-11-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",486850,82,6
2017-11-01,"CrossFire",356855.51,103,7
2017-11-01,"World of WarCraft",280000,48,1
2017-11-01,"Injustice 2",250000,16,1
2017-11-01,"Rainbow Six Siege",214017.35,103,4
2017-11-01,"CrossFire Mobile",196092,0,1
2017-11-01,"Hearthstone",187799.96,111,15
2017-11-01,"Rocket League",182088.71,138,20
2017-11-01,"StarCraft: Remastered",176882.44,39,8
2017-11-01,"Overwatch",153068.66,195,16
2017-11-01,"Clash Royale",132414.84,21,3
2017-11-01,"World of Tanks",125000,28,1
2017-11-01,"Super Smash Bros. Melee",103602.5,31,8
2017-11-01,"Brawlhalla",100600,43,4
2017-11-01,"Tekken 7",94225,27,5
2017-11-01,"Gears of War 4",63000,56,9
2017-11-01,"Street Fighter V",60200,18,3
2017-11-01,"Summoners War: Sky Arena",52000,16,1
2017-11-01,"Pokémon VGC",33500,40,2
2017-11-01,"Call of Duty: WWII",32354.31,60,15
2017-11-01,"Age of Empires II",32071.43,58,5
2017-11-01,"WarCraft III",30310.54,34,21
2017-11-01,"World of Tanks Blitz",30000,14,1
2017-11-01,"Quake Champions",29363.57,78,17
2017-11-01,"Gwent",28020.72,65,16
2017-11-01,"Attack on Titan Tribute Game",25000,8,1
2017-11-01,"Paladins",17500,85,3
2017-11-01,"FIFA 18",15785.15,9,3
2017-11-01,"Madden NFL 2018",15676.62,8,1
2017-11-01,"Super Smash Bros. for Wii U",13945.3,34,11
2017-11-01,"Hand of the Gods",9500,17,7
2017-11-01,"Heroes of Newerth",8725.27,18,1
2017-11-01,"Team Fortress 2",7933.45,33,3
2017-11-01,"The Unspoken",7200,3,1
2017-11-01,"Point Blank",6723.62,18,1
2017-11-01,"rFactor 2",4694.66,30,1
2017-11-01,"Project M",2271.5,11,2
2017-11-01,"osu!",2130,23,1
2017-11-01,"Age of Empires",2013.33,19,1
2017-11-01,"Splatoon 2",2000,0,1
2017-11-01,"Yu-Gi-Oh! Duel Links",1719.75,25,9
2017-11-01,"Chess.com",1400,5,1
2017-11-01,"TrackMania 2: Stadium",1173.53,3,1
2017-11-01,"Call of Duty 2",1073.91,6,1
2017-11-01,"ARMS",695,9,4
2017-11-01,"Age of Mythology",239,5,1
2017-11-01,"Marvel vs. Capcom: Infinite",200,3,1
2017-11-01,"Pokkén Tournament DX",100,3,1
2017-11-01,"Windjammers",100,3,1
2017-12-01,"Counter-Strike: Global Offensive",2589371.83,1719,117
2017-12-01,"Dota 2",1881980.92,262,15
2017-12-01,"CrossFire",852716.94,46,7
2017-12-01,"Arena of Valor",700418,129,3
2017-12-01,"Hearthstone",692970.08,117,16
